MCLRNF1

0

0

0

0

0

0.142857143

0.142857143

0.571428571

0.571428571

0.571428571

LOLWATT

0.571428571

0.571428571

0.571428571

0.571428571

0.571428571

0.571428571

0.571428571

0.714285714

0.857142857

1

RIPLS1

0

0.166666667

0

0.166666667

0.166666667

0.166666667

0.333333333

0.166666667

0.166666667

0.166666667

NICESKY

0.428571429

0.714285714

0.428571429

0.428571429

0.571428571

0.571428571

0.428571429

0.428571429

0.428571429

0.428571429

NVSBLE

0

0.166666667

0

0

0

0

0.166666667

0.166666667

0.166666667

0.166666667

NYSJ

0

0

0

0

0

0

0

0

0

0

ANBYOND

0.142857143

0.142857143

0.142857143

0.285714286

0.428571429

0.428571429

0.571428571

0.428571429

0.571428571

0.428571429

1ZM961

0.166666667

0.166666667

0.166666667

0.166666667

0.166666667

0.166666667

0.166666667

0.166666667

0.166666667

0.166666667

PNYEXPS

0

0

0

0.142857143

0.142857143

0.142857143

0.142857143

0.142857143

0.285714286

0.142857143
ZOOMN65
0.0
0.0
0.0
0.0
0.0
0.14285714285714285
0.14285714285714285
0.2857142857142857
0.2857142857142857
0.14285714285714285
HOR5SH1T
0.125
0.25
0.25
0.25
0.125
0.25
0.25
0.25
0.375
0.375
FALLYOU
0
0.0
0.0
0.0
0.0
0.2857142857142857
0.2857142857142857
0.14285714285714285
0.2857142857142857
0.2857142857142857
EZEY
0
0
0
0
0
0
0
0
0
0
